Domain,Sub_domain,Question,
금융보안IT,금융IT보안 일반,"Which of the following is NOT a primary goal of IT infrastructure security?
1 Ensuring data integrity
2 Maintaining system availability
3 Increasing user convenience
4 Protecting information confidentiality",
금융보안IT,금융IT보안 일반,"Which of the following is NOT a main function of a firewall?
1 Network traffic monitoring  
2 Detection and removal of malware  
3 Access control  
4 Packet filtering",
금융보안IT,금융IT보안 일반,"Which of the following best describes the importance of IT infrastructure security?
1 IT infrastructure security is to prevent economic losses.
2 IT infrastructure security is to block network traffic.
3 IT infrastructure security is to detect malicious code.
4 IT infrastructure security is to enhance the safety of electronic financial transactions.",
금융보안IT,금융IT보안 일반,"Which of the following is the most appropriate main function of a Virtual Private Network (VPN)?
1 Data compression
2 Data encryption
3 Data replication
4 Data deletion",
금융보안IT,금융IT보안 일반,"Which of the following is NOT a main function of Network Access Control (NAC)?
1 Blocking unauthorized device access
2 IP tracking capability
3 Management of wireless LAN and shared passwords
4 Automated data encryption",
금융보안IT,금융IT보안 일반,"Which of the following is NOT a basic function of an information security system?
1 Authentication  
2 Authorization  
3 Backup and restoration  
4 Data compression",
금융보안IT,금융IT보안 일반,"Which of the following is a main function of a Virtual LAN (VLAN)?

1 Physical network separation  
2 Limiting broadcast traffic  
3 Data encryption  
4 Enhanced user authentication",
금융보안IT,금융IT보안 일반,"Which of the following is NOT a correct characteristic of physical network separation in network separation/network connection systems?

1 The business network and the internet network are physically separated.
2 It is possible to access both the business network and the internet network simultaneously on the same computer.
3 It blocks malware infection from the internet.
4 Physical network separation requires additional PCs and the construction of a separate network.",
금융보안IT,금융IT보안 일반,"Which of the following best describes a supply chain attack?
1 A hacking technique that distributes malware through a vulnerable update server during the software development process
2 A technique that ensures secure communication by encrypting network traffic
3 A technique that prevents unauthorized access by strengthening user authentication
4 A technique that prevents data loss through data backup",
금융보안IT,금융IT보안 일반,"Which of the following is NOT an appropriate method to enhance security in FTP services?
1 Encrypt data transmission by using FTPS.
2 Allow FTP service permissions for anonymous users.
3 Allow FTP access only from specific IP addresses.
4 Block FTP upload functionality to prevent web shell attacks.",
금융보안IT,금융IT보안 일반,"What is the most appropriate reason for performing the required security activities at each stage of the Software Development Life Cycle (SDLC) in application security?
1 To reduce software development costs
2 To expand the functionality of the software
3 To minimize security vulnerabilities in the software
4 To improve the user interface of the software",
금융보안IT,금융IT보안 일반,"Which of the following best describes the role of the SMTP protocol in email security?

1 User authentication for sending and receiving emails  
2 Encryption of the email transmission path  
3 Control of email transmission between mail servers  
4 Management of the recipient's mailbox",
금융보안IT,금융IT보안 일반,"What is the common function of the POP and IMAP protocols in mail services?
1 Sending mail between mail servers  
2 Receiving mail for users  
3 Encrypting the mail transmission path  
4 Verifying the identity of the mail sender",
