Domain,Sub_domain,Question
금융보안IT,금융IT보안 심화,"다음 중 Kali Linux에서 제공하는 도구가 아닌 것은?
1 Metasploit
2 Wireshark
3 Nessus
4 Microsoft Defender"
금융보안IT,금융IT보안 심화,"시스템 보안 위협 및 공격에 대한 예방과 대응 방법으로 가장 적절한 것은?
1 보안 설정을 무시하고 기본 설정으로 유지한다.
2 인증 강화를 통해 접근 통제를 강화한다.
3 보안 패치를 무시하고 시스템을 운영한다.
4 로그 분석을 생략하고 시스템 이벤트를 무시한다."
금융보안IT,금융IT보안 심화,"다음 중 OSI 7 계층 모델에서 전송 계층(Transport Layer)의 주요 기능으로 가장 적절한 것은?
1 데이터 링크 제어
2 경로 설정 및 라우팅
3 데이터의 신뢰성 있는 전송
4 물리적 연결 설정"
금융보안IT,금융IT보안 심화,"다음 중 TCP와 UDP의 차이점으로 가장 적절한 것은?
1 TCP는 연결 지향형 프로토콜이고, UDP는 비연결형 프로토콜이다.
2 TCP는 데이터 링크 계층에서 동작하고, UDP는 네트워크 계층에서 동작한다.
3 TCP는 패킷 스위칭을 사용하고, UDP는 회선 스위칭을 사용한다.
4 TCP는 비신뢰성 있는 전송을 제공하고, UDP는 신뢰성 있는 전송을 제공한다."
금융보안IT,금융IT보안 심화,"다음 중 SDN(Software-Defined Networking)의 주요 특징으로 가장 적절한 것은?
1 네트워크 장비의 물리적 구성을 변경해야 한다.
2 중앙 집중식 제어가 가능하다.
3 네트워크 트래픽을 수동으로 관리해야 한다.
4 전통적인 네트워크 장비와 호환되지 않는다."
금융보안IT,금융IT보안 심화,"다음 중 IPv6 주소의 특징으로 가장 적절한 것은?
1 32비트 주소 체계를 사용한다.
2 주소 공간이 2^32개이다.
3 주소는 콜론(:)으로 구분된 8개의 16진수 블록으로 구성된다.
4 브로드캐스트 주소를 사용한다."
금융보안IT,금융IT보안 심화,"다음 중 서브넷팅(Subnetting)에 대한 설명으로 옳지 않은 것은?
1 서브넷팅은 네트워크를 더 작은 서브네트워크로 나누는 과정이다.
2 서브넷 마스크는 네트워크와 호스트 부분을 구분하는 데 사용된다.
3 서브넷팅을 통해 네트워크의 효율성을 높일 수 있다.
4 서브넷팅은 IPv6에서 사용되지 않는다."
금융보안IT,금융IT보안 심화,"다음 중 네트워크 주소의 종류별 동작원리 및 특징에 대한 설명으로 옳지 않은 것은?
1 공인주소는 인터넷에서 고유하게 식별되는 주소이다.
2 사설주소는 내부 네트워크에서만 사용되며 인터넷에서는 사용되지 않는다.
3 정적주소는 DHCP 서버를 통해 자동으로 할당된다.
4 동적주소는 네트워크에 연결될 때마다 변경될 수 있다."
금융보안IT,금융IT보안 심화,"다음 중 NAT(Network Address Translation)에 대한 설명으로 가장 적절한 것은?
1 NAT는 공인주소를 사설주소로 변환하여 인터넷에 연결한다.
2 NAT는 네트워크의 보안을 강화하기 위해 사용되지 않는다.
3 NAT는 동일한 공인주소를 여러 내부 장치가 공유할 수 있게 한다.
4 NAT는 네트워크 성능을 저하시킨다."
금융보안IT,금융IT보안 심화,"다음 중 무선 네트워크 서비스의 특징으로 옳지 않은 것은?
1 무선 네트워크는 이동성이 뛰어나다.
2 무선 네트워크는 설치 비용이 낮다.
3 무선 네트워크는 보안 위협이 적다.
4 무선 네트워크는 유선 네트워크에 비해 속도가 느릴 수 있다."
금융보안IT,금융IT보안 심화,"다음 중 네트워크 보안 장비의 설정 점검 항목으로 가장 적절한 것은?
1 네트워크 장비의 관리자 계정 보안 설정
2 운영체제의 패치 관리 설정
3 파일서버의 권한 설정
4 원격접속 기능 설정"
금융보안IT,금융IT보안 심화,"다음 중 서비스 거부(DoS) 공격에 대한 대응 방법으로 가장 적절하지 않은 것은?
1 네트워크 방화벽을 통해 특정 IP 주소를 차단한다.
2 서버의 자원을 효율적으로 관리하여 과부하를 방지한다.
3 네트워크 트래픽을 분석하여 비정상적인 트래픽을 필터링한다.
4 모든 네트워크 트래픽을 허용하여 접근을 자유롭게 한다."
금융보안IT,금융IT보안 심화,"포트 및 취약점 스캐닝의 동작원리에 대한 설명으로 가장 적절한 것은?
1 포트 스캐닝은 네트워크 상의 모든 포트를 무작위로 스캔하여 열린 포트를 찾는 방법이다.
2 취약점 스캐닝은 시스템의 모든 파일을 검사하여 악성코드를 탐지하는 방법이다.
3 포트 스캐닝은 특정 포트에 대해 연결 시도를 하여 해당 포트가 열려 있는지 확인하는 방법이다.
4 취약점 스캐닝은 네트워크 트래픽을 분석하여 비정상적인 패턴을 탐지하는 방법이다."
금융보안IT,금융IT보안 심화,"다음 중 포트 스캐닝의 특징으로 옳지 않은 것은?
1 포트 스캐닝은 네트워크 상의 특정 포트가 열려 있는지 확인하는 방법이다.
2 포트 스캐닝은 시스템의 소프트웨어 취약점을 탐지하는 방법이다.
3 포트 스캐닝은 네트워크 보안 점검 시 사용되는 기법 중 하나이다.
4 포트 스캐닝은 공격자가 시스템의 취약점을 찾기 위해 사용하는 방법이다."
금융보안IT,금융IT보안 심화,"다음 중 스푸핑 공격에 대한 설명으로 옳지 않은 것은?
1 스푸핑 공격은 IP 주소를 위조하여 공격을 수행한다.
2 스푸핑 공격은 네트워크 트래픽을 가로채기 위해 사용된다.
3 스푸핑 공격은 주로 데이터의 무결성을 보호하기 위해 사용된다.
4 스푸핑 공격은 네트워크 상의 신뢰 관계를 악용한다."
금융보안IT,금융IT보안 심화,"다음 중 스푸핑 공격의 대응 방법으로 가장 적절한 것은?
1 네트워크 트래픽 암호화
2 포트 스캐닝 도구 사용
3 방화벽 설정 강화
4 패킷 필터링"
금융보안IT,금융IT보안 심화,"다음 중 스푸핑 공격의 동작 원리에 대한 설명으로 가장 적절한 것은?
1 공격자가 네트워크 트래픽을 암호화하여 데이터를 가로챈다.
2 공격자가 허위의 IP 주소를 사용하여 신뢰할 수 있는 장치로 가장한다.
3 공격자가 네트워크 장비의 설정을 변경하여 접근을 차단한다.
4 공격자가 네트워크 트래픽을 분석하여 취약점을 찾는다."
금융보안IT,금융IT보안 심화,"다음 중 스니핑 공격에 대한 대응 방법으로 가장 적절한 것은?
1 네트워크 트래픽을 암호화한다.
2 네트워크 트래픽을 모두 차단한다.
3 네트워크 장비의 전원을 끈다.
4 네트워크 트래픽을 모두 로그로 저장한다."
금융보안IT,금융IT보안 심화,"다음 중 원격접속 공격의 대응 방법으로 가장 적절한 것은?
1 시스템의 모든 포트를 개방하여 외부 접근을 허용한다.
2 주기적인 보안 패치와 업데이트를 통해 시스템 취약점을 보완한다.
3 원격접속을 위해 기본 관리자 계정을 사용한다.
4 원격접속 시 암호화되지 않은 프로토콜을 사용한다."
금융보안IT,금융IT보안 일반,"운영체제의 주요 기능으로 옳지 않은 것은?
1 사용자 인터페이스 제공
2 하드웨어 자원의 효율적 관리
3 데이터베이스 관리 시스템(DBMS) 기능 제공
4 프로그램 실행 및 오류 발견"
금융보안IT,금융IT보안 일반,"운영체제 보안설정에서 리눅스 서버의 보안 강화를 위한 방법으로 적절하지 않은 것은?
1 소프트웨어를 항상 최신 상태로 유지한다.
2 'root' 계정의 비밀번호를 복잡하게 설정한다.
3 모든 시스템 로그를 삭제하여 보안을 강화한다.
4 불필요한 서비스는 구동하지 않도록 설정한다."
금융보안IT,금융IT보안 일반,"접근통제와 암호화에 대한 설명으로 가장 적절한 것은?
1 접근통제는 데이터 전송 시 암호화를 통해 보안을 강화한다.
2 암호화는 비인가자의 자원 접근을 차단하는 기술이다.
3 접근통제는 자원에 대한 비인가 접근을 감시하고 승인 여부를 결정한다.
4 암호화는 사용자의 접근 요구를 기록하고 분석하는 기술이다."
금융보안IT,금융IT보안 일반,"서버 보안에서 SSL 인증서를 사용하는 주된 목적은 무엇인가?
1 데이터 전송 속도 향상
2 서버의 물리적 보안 강화
3 데이터의 기밀성과 무결성 보장
4 서버의 하드웨어 성능 개선"
금융보안IT,금융IT보안 일반,"리눅스(유닉스) 서버 보안에서 시스템 설정 단계에서 적용할 수 있는 보호조치 방법으로 옳은 것은?
1 디스크 파티셔닝을 통해 사용자의 파일 시스템에 쿼터를 설정한다.
2 모든 소프트웨어를 설치하여 업데이트 빈도를 높인다.
3 부트 로더에 비밀번호를 설정하지 않는다.
4 모든 시스템 서비스를 구동 상태로 유지한다."
금융보안IT,금융IT보안 일반,"서버 보안에서 SSL(Secure Sockets Layer) 인증서를 적용한 웹서버의 역할로 적절한 것은?
1 웹서버와 클라이언트 간의 통신을 암호화하여 보안을 강화한다.
2 웹서버의 모든 파일을 외부에 공개한다.
3 웹서버의 디렉터리 리스트를 항상 노출시킨다.
4 웹서버의 모든 트래픽을 차단한다."
금융보안IT,금융IT보안 일반,"서버 접근통제 시스템의 주요 기능으로 옳지 않은 것은?
1 사용자별 시스템 접근 권한 통제
2 실시간 모니터링
3 데이터 전송 속도 최적화
4 명령어 통제"
금융보안IT,금융IT보안 일반,"다음 중 네트워크 장비에 해당하지 않는 것은?
1 라우터
2 방화벽
3 스위치
4 데이터베이스 서버"
금융보안IT,금융IT보안 일반,"다음 중 '네트워크 공격'에 대한 설명으로 가장 적절하지 않은 것은?
1 디도스 공격을 통해 시스템을 마비시킬 수 있다.
2 해킹을 통해 금융 정보에 접근할 수 있다.
3 네트워크 공격은 항상 물리적 접근을 필요로 한다.
4 악성코드를 통해 PC에 침투할 수 있다."
금융보안IT,금융IT보안 일반,"다음 중 IT 인프라 보안의 주요 목표에 해당하지 않는 것은?
1 데이터 무결성 보장
2 시스템 가용성 유지
3 사용자 편의성 증대
4 정보 기밀성 보호"
금융보안IT,금융IT보안 일반,"침입차단시스템(Firewall)의 주요 기능으로 옳지 않은 것은?
1 네트워크 트래픽 모니터링
2 악성코드 탐지 및 제거
3 접근 제어
4 패킷 필터링"
금융보안IT,금융IT보안 일반,"다음 중 IT 인프라 보안의 중요성에 대한 설명으로 가장 적절한 것은?
1 IT 인프라 보안은 경제적 손실을 방지하기 위한 것이다.
2 IT 인프라 보안은 네트워크 트래픽을 차단하기 위한 것이다.
3 IT 인프라 보안은 악성코드를 탐지하기 위한 것이다.
4 IT 인프라 보안은 전자금융 거래의 안전성을 높이기 위한 것이다."
금융보안IT,금융IT보안 일반,"사설가상망(VPN)의 주요 기능으로 가장 적절한 것은?
1 데이터 압축
2 데이터 암호화
3 데이터 복제
4 데이터 삭제"
금융보안IT,금융IT보안 일반,"네트워크 접근통제(NAC)의 주요 기능으로 옳지 않은 것은?
1 비인가 단말 반입 차단
2 IP 추적 가능
3 무선랜과 공유 패스워드 관리
4 데이터 암호화 자동화"
금융보안IT,금융IT보안 일반,"정보보호시스템의 기본 기능에 해당하지 않는 것은?
1 인증
2 인가
3 백업 및 복원
4 데이터 압축"
금융보안IT,금융IT보안 일반,"가상랜(VLAN)의 주요 기능으로 옳은 것은?
1 물리적 네트워크 분리
2 브로드캐스트 트래픽 제한
3 데이터 암호화
4 사용자 인증 강화"
금융보안IT,금융IT보안 일반,"망분리/망연계 시스템에서 물리적 망분리의 특징으로 옳지 않은 것은?
1 업무망과 인터넷망을 물리적으로 분리한다.
2 동일한 컴퓨터에서 업무망과 인터넷망을 동시에 접속할 수 있다.
3 인터넷으로부터의 악성코드 감염을 차단한다.
4 물리적 망분리는 추가 PC와 별도 망 구축이 필요하다."
금융보안IT,금융IT보안 일반,"공급망 공격(Supply Chain Attack)에 대한 설명으로 가장 적절한 것은?
1 소프트웨어 개발 과정에서 취약한 업데이트 서버를 통해 악성코드를 유포하는 해킹 기법
2 네트워크 트래픽을 암호화하여 안전한 통신을 보장하는 기법
3 사용자 인증을 강화하여 불법 접근을 방지하는 기법
4 데이터 백업을 통해 정보 손실을 예방하는 기법"
금융보안IT,금융IT보안 일반,"FTP 서비스에서 보안을 강화하기 위한 방법으로 적절하지 않은 것은?
1 FTPS를 사용하여 데이터 전송을 암호화한다.
2 익명 사용자에 대한 FTP 서비스 권한을 허용한다.
3 특정 IP에서만 FTP 접근을 허용한다.
4 FTP 업로드 기능을 막아 웹셸 공격을 방지한다."
금융보안IT,금융IT보안 일반,"응용 보안에서 소프트웨어 개발 생명주기(SDLC) 단계별로 요구되는 보안활동을 수행하는 이유로 가장 적절한 것은?
1 소프트웨어 개발 비용을 절감하기 위해
2 소프트웨어의 기능을 확장하기 위해
3 소프트웨어의 보안 취약점을 최소화하기 위해
4 소프트웨어의 사용자 인터페이스를 개선하기 위해"
금융보안IT,금융IT보안 일반,"메일 보안에서 SMTP 프로토콜의 역할로 가장 적절한 것은?
1 메일 전송 및 수신을 위한 사용자 인증
2 메일 전송 경로의 암호화
3 메일 서버 간의 메일 전송 제어
4 메일 수신자의 메일함 관리"
